Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons,Daily $M (2020),Daily Tons (2020),Daily $M (Net Change 2020 to 2045),Daily Tons (Net Change 2020 to 2045),Daily $M (Growth 2020 to 2045),Daily Tons (Growth 2020 to 2045),Daily $M (Decrease 2020 to 2045),Daily Tons (Decrease 2020 to 2045)
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Wood, Paper, etc.",3.505,6617,692.316,1307,156.607,296,152.363,288,2.589,4867,0.916,1750,0.916,1750,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Agriculture,0.382,832,31.366,68,14.862,32,16.498,36,0.297,664,0.085,168,0.085,168,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,455.51166,-1225.64603,All Goods,100.99,31540,18500.248,4915,7078.865,2125,5345.889,1702,49.976,22056,51.014,9484,51.014,9484,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Chemical,2.041,3474,225.125,383,175.262,298,56.7,97,0.984,1735,1.057,1739,1.057,1739,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Coal, Oil, Waste, etc.",2.877,5639,309.122,606,177.058,347,94.812,186,2.211,4156,0.666,1483,0.666,1483,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Electronics,32.093,1139,6669.155,237,2552.726,91,1335.523,47,7.9,401,24.193,738,24.193,738,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Food,7.336,4495,975.002,597,501.185,307,576.693,353,4.704,2842,2.632,1653,2.632,1653,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Gravel, Sand, etc.",0.021,1589,5.334,399,0.992,74,0.687,51,0.021,1562,0,27,0,27,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Machinery,22.707,4842,3561.555,759,1808.172,386,879.259,187,10.556,3413,12.151,1429,12.151,1429,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Misc manufactured,14.44,2295,2575.585,409,841.963,134,1858.256,295,8.184,1467,6.256,828,6.256,828,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Motor Vehicles, etc.",15.868,1149,3511.596,254,795.574,58,301.307,22,12.454,807,3.414,342,3.414,342,0,0
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Wood, Paper, etc.",3.225,6087,636.407,1201,211.07,398,226.154,427,2.665,5011,0.56,1076,0.56,1076,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Agriculture,2.614,5688,352.549,767,153.509,334,240.972,524,2.31,5173,0.304,515,0.304,515,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,455.46207,-1225.47221,All Goods,144.857,58000,26616.375,8830,7177.106,3420,9088.502,4678,90.155,49848,54.702,8152,54.702,8152,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Chemical,2.839,4832,357.289,608,159.88,272,102.998,175,1.54,2716,1.299,2116,1.299,2116,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Coal, Oil, Waste, etc.",3.784,7416,479.237,939,241.747,474,259.621,509,5.563,10458,-1.779,-3042,0,0,1.779,3042
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Electronics,46.007,1632,10373.43,368,1861.624,66,1620.63,58,19.042,966,26.965,666,26.965,666,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Food,14.467,8864,2430.659,1489,720.662,442,1121.984,687,11.567,6988,2.9,1876,2.9,1876,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Gravel, Sand, etc.",0.071,5304,13.848,1036,5.111,382,6.052,453,0.051,3704,0.02,1600,0.02,1600,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Machinery,27.799,5927,4579.742,976,1803.121,384,1182.025,252,11.665,3771,16.134,2156,16.134,2156,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Misc manufactured,18.875,3000,2219.659,353,868.192,138,2920.077,464,13.179,2362,5.696,638,5.696,638,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Motor Vehicles, etc.",21.087,1527,4779.119,346,906.8,66,842.329,61,18.586,1205,2.501,322,2.501,322,0,0
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Wood, Paper, etc.",7.314,13808,1030.843,1946,456.461,862,791.813,1495,6.652,12505,0.662,1303,0.662,1303,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Agriculture,2.511,5465,371.764,809,153.227,333,227.971,496,2.264,5072,0.247,393,0.247,393,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,455.41849,-1224.09158,All Goods,117.088,42969,23545.688,7340,4764.036,2275,5578.458,3181,72.581,34793,44.507,8176,44.507,8176,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Chemical,2.63,4476,599.612,1021,103.639,176,63.758,109,1.364,2405,1.266,2071,1.266,2071,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Coal, Oil, Waste, etc.",1.599,3135,197.478,387,55.275,108,133.721,262,1.78,3346,-0.181,-211,0,0,0.181,211
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Electronics,36.513,1296,8197.775,291,951.348,34,634.774,23,14.571,739,21.942,557,21.942,557,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Food,11.188,6855,2283.146,1399,521.395,319,578.488,354,8.483,5124,2.705,1731,2.705,1731,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Gravel, Sand, etc.",0.025,1904,3.756,281,2.529,189,4.454,333,0.025,1816,0,88,0,88,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Machinery,23.639,5040,4322.716,922,1233.005,263,686.716,146,10.008,3235,13.631,1805,13.631,1805,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Misc manufactured,12.058,1916,1570.607,250,513.632,82,1788.058,284,9.358,1677,2.7,239,2.7,239,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Motor Vehicles, etc.",20.903,1514,5146.894,373,855.029,62,872.521,63,19.344,1254,1.559,260,1.559,260,0,0
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Wood, Paper, etc.",6.022,11369,851.94,1608,374.957,708,587.996,1110,5.385,10125,0.637,1244,0.637,1244,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Agriculture,2.786,6063,529.635,1153,138.191,301,106.153,231,1.659,3716,1.127,2347,1.127,2347,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,455.48522,-1225.47307,All Goods,128.002,55576,24630.078,10418,6190.482,3036,5608.625,2950,85.153,49574,42.849,6002,42.849,6002,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Chemical,2.26,3847,586.177,998,142.082,242,56.751,97,2.015,3553,0.245,294,0.245,294,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Coal, Oil, Waste, etc.",4.06,7958,739.327,1449,200.148,392,194.912,382,5.865,11026,-1.805,-3068,0,0,1.805,3068
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Electronics,38.043,1350,6145.433,218,1790.823,64,696.46,25,20.679,1049,17.364,301,17.364,301,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Food,20.387,12491,4411.256,2703,923.204,566,776.039,475,14.957,9036,5.43,3455,5.43,3455,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Gravel, Sand, etc.",0.036,2679,3.383,253,3.352,251,2.892,216,0.042,3075,-0.006,-396,0,0,0.006,396
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Machinery,17.432,3717,3460.417,738,1190.261,254,713.887,152,9.461,3058,7.971,659,7.971,659,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Misc manufactured,19.586,3113,4111.873,654,718.895,114,1632.903,260,12.066,2162,7.52,951,7.52,951,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Motor Vehicles, etc.",16.435,1190,3586.758,260,657.049,48,873.014,63,11.961,775,4.474,415,4.474,415,0,0
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Wood, Paper, etc.",6.975,13168,1055.821,1993,426.477,805,555.612,1049,6.448,12123,0.527,1045,0.527,1045,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Agriculture,1.926,4192,327.74,713,111.226,242,71.608,156,1.347,3017,0.579,1175,0.579,1175,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,455.43292,-1224.10401,All Goods,99.411,41872,17124.918,6624,4639.843,2230,5055.43,2473,66.715,36153,32.696,5719,32.696,5719,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Chemical,1.776,3023,377.595,643,84.878,144,54.841,93,1.736,3061,0.04,-38,0.04,0,0,38
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Coal, Oil, Waste, etc.",2.328,4563,382.534,750,103.939,204,130.788,256,2.74,5150,-0.412,-587,0,0,0.412,587
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Electronics,28.252,1002,4941.615,175,1061.004,38,666.871,24,14.545,738,13.707,264,13.707,264,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Food,16.01,9810,2948.763,1807,699.532,429,617.779,379,11.649,7037,4.361,2773,4.361,2773,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Gravel, Sand, etc.",0.03,2236,1.643,123,1.994,149,2.791,209,0.03,2212,0,24,0,24,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Machinery,14.591,3111,2932.021,625,952.157,203,599.762,128,8.842,2859,5.749,252,5.749,252,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Misc manufactured,15.189,2414,1902.503,302,609.385,97,1590.796,253,10.099,1810,5.09,604,5.09,604,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Motor Vehicles, etc.",13.733,995,2624.381,190,657.049,48,835.162,60,10.632,689,3.101,306,3.101,306,0,0
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Wood, Paper, etc.",5.576,10526,686.123,1295,358.68,677,485.032,916,5.095,9580,0.481,946,0.481,946,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Agriculture,3.204,6973,842.681,1834,167.801,365,33.121,72,1.15,2577,2.054,4396,2.054,4396,0,0
I-405 NB Fremont Br.,Portland Central City Loop,455.3786737,-1226.822056,All Goods,75.703,49604,21674.748,12900,4107.161,2769,1638.401,1307,42.979,37108,32.724,12496,32.724,12496,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Chemical,2.842,4838,1315.199,2238,83.198,142,39.238,67,1.871,3300,0.971,1538,0.971,1538,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Coal, Oil, Waste, etc.",7.316,14339,1579.899,3097,491.027,962,250.057,490,8.702,16359,-1.386,-2020,0,0,1.386,2020
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Electronics,22.68,805,5006.351,178,1306.928,46,370.026,13,9.161,465,13.519,340,13.519,340,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Food,6.845,4194,1526.829,936,419.536,257,167.714,103,4.672,2822,2.173,1372,2.173,1372,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Gravel, Sand, etc.",0.073,5471,15.761,1179,3.971,297,2.12,159,0.044,3233,0.029,2238,0.029,2238,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Machinery,17.126,3652,5400.956,1152,936.963,200,533.396,114,6.19,2001,10.936,1651,10.936,1651,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Misc manufactured,4.273,679,1131.872,180,274.101,44,97.157,15,2.223,398,2.05,281,2.05,281,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Motor Vehicles, etc.",7.03,509,3888.327,282,189.159,14,0,0,6.006,389,1.024,120,1.024,120,0,0
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Wood, Paper, etc.",4.314,8145,966.873,1825,234.479,443,145.573,275,2.959,5564,1.355,2581,1.355,2581,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Agriculture,0.36,784,136.317,297,6.225,14,1.448,3,0.275,615,0.085,169,0.085,169,0,0
I-405 SB Fremont Br.,Portland Central City Loop,455.3849186,-1226.830985,All Goods,59.713,27313,13625.192,6305,3434.811,1470,1247.918,711,35.478,21826,24.235,5487,24.235,5487,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Chemical,1.628,2771,560.177,953,50.975,87,41.417,70,0.916,1616,0.712,1155,0.712,1155,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Coal, Oil, Waste, etc.",2.496,4892,512.51,1004,131.609,258,97.819,192,2.728,5128,-0.232,-236,0,0,0.232,236
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Electronics,16.587,589,3537.112,126,1214.999,43,428.543,15,10.139,514,6.448,75,6.448,75,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Food,7.727,4735,1782.036,1092,438.545,269,185.781,114,4.852,2931,2.875,1804,2.875,1804,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Gravel, Sand, etc.",0.024,1774,5.908,442,1.393,104,0.308,23,0.021,1572,0.003,202,0.003,202,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Machinery,13.368,2850,2515.898,536,844.76,180,309.872,66,6.877,2223,6.491,627,6.491,627,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Misc manufactured,6.548,1041,1598.985,254,198.782,32,67.68,11,3.897,698,2.651,343,2.651,343,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Motor Vehicles, etc.",7.073,512,2213.528,160,302.645,22,0,0,2.383,154,4.69,358,4.69,358,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Wood, Paper, etc.",3.902,7365,762.721,1440,244.878,462,115.049,217,3.39,6373,0.512,992,0.512,992,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Agriculture,8.067,17555,1521.572,3311,391.684,852,368.997,803,3.357,7520,4.71,10035,4.71,10035,0,0
I-5 NB Broadway,Portland Central City Loop,455.4154684,-1226.716729,All Goods,124.305,69319,16558.863,11066,7658.002,4022,10194.207,4507,71.358,48161,52.947,21158,52.947,21158,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Chemical,5.653,9621,1090.588,1856,291.76,497,315.437,537,4.125,7274,1.528,2347,1.528,2347,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,"Coal, Oil, Waste, etc.",4.153,8139,703.592,1379,241.625,474,211.457,414,4.309,8100,-0.156,39,0,39,0.156,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Electronics,26.314,934,3471.447,123,2018.614,72,2379.949,84,10.785,547,15.529,387,15.529,387,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Food,20.06,12291,2506.772,1536,1535.578,941,1642.745,1007,14.657,8854,5.403,3437,5.403,3437,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,"Gravel, Sand, etc.",0.04,2978,8.014,600,2.405,180,1.919,144,0.023,1708,0.017,1270,0.017,1270,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Machinery,15.435,3291,2601.074,555,879.432,188,723.281,154,6.57,2124,8.865,1167,8.865,1167,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Misc manufactured,23.713,3769,1991.168,316,1531.589,243,3381.138,537,14.908,2672,8.805,1097,8.805,1097,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,"Motor Vehicles, etc.",15.788,1144,2005.184,145,478.59,35,760.852,55,7.918,513,7.87,631,7.87,631,0,0
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,"Wood, Paper, etc.",5.085,9599,659.452,1245,286.725,541,408.432,771,4.706,8848,0.379,751,0.379,751,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,Agriculture,1.45,3155,205.269,447,87.278,190,87.431,190,0.994,2226,0.456,929,0.456,929,0,0
I-5 SB Broadway,Portland Central City Loop,455.3973217,-1226.716177,All Goods,170.18,77125,25364.68,12241,11112.116,4844,10296.636,4572,105.977,60368,64.203,16757,64.203,16757,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,Chemical,6.268,10668,1290.22,2196,361.507,615,219.616,374,4.11,7248,2.158,3420,2.158,3420,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,"Coal, Oil, Waste, etc.",8.438,16538,1200.886,2354,546.813,1072,551.493,1081,10.268,19302,-1.83,-2764,0,0,1.83,2764
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,Electronics,29.085,1032,4185.902,149,2245.393,80,1165.701,41,13.021,660,16.064,372,16.064,372,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,Food,18.02,11041,2202.096,1349,1295.472,794,1174.159,719,11.774,7113,6.246,3928,6.246,3928,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,"Gravel, Sand, etc.",0.067,5032,12.845,961,3.742,280,2.891,216,0.039,2820,0.028,2212,0.028,2212,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,Machinery,35.145,7494,6626.922,1413,2200.776,469,2020.876,431,15.378,4971,19.767,2523,19.767,2523,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,Misc manufactured,33.465,5319,4544.968,722,2184.107,347,3524.928,560,20.603,3692,12.862,1627,12.862,1627,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,"Motor Vehicles, etc.",30.487,2208,3838.744,278,1724.683,125,1082.953,78,24.06,1560,6.427,648,6.427,648,0,0
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,"Wood, Paper, etc.",7.754,14638,1256.829,2373,462.344,873,466.588,881,5.731,10775,2.023,3863,2.023,3863,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Agriculture,1.685,3667,473.091,1030,70.092,153,6.261,14,0.637,1427,1.048,2240,1.048,2240,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,455.0249,-1227.83494,All Goods,14.333,10747,3549.808,2667,1518.189,557,227.288,147,6.763,6707,7.57,4040,7.57,4040,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Chemical,0.177,301,40.297,69,2.025,3,5.199,9,0.152,268,0.025,33,0.025,33,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Coal, Oil, Waste, etc.",0.683,1338,144.081,282,66.522,130,24.862,49,0.429,806,0.254,532,0.254,532,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Electronics,6.115,217,1461.623,52,1225.974,43,89.852,3,2.221,113,3.894,104,3.894,104,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Food,1.441,883,474.941,291,14.229,9,24.155,15,1.041,629,0.4,254,0.4,254,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Gravel, Sand, etc.",0.023,1734,5.074,380,0.954,71,0.049,4,0.02,1483,0.003,251,0.003,251,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Machinery,1.871,399,528.048,113,60.166,13,54.435,12,0.716,232,1.155,167,1.155,167,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Misc manufactured,0.424,67,48.504,8,6.409,1,0,0,0.095,17,0.329,50,0.329,50,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Motor Vehicles, etc.",0.812,59,144.81,10,1.463,0,0,0,0.549,36,0.263,23,0.263,23,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Wood, Paper, etc.",1.103,2082,229.338,433,70.353,133,22.475,42,0.903,1697,0.2,385,0.2,385,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Agriculture,0.611,1329,136.041,296,43.646,95,7.056,15,0.463,1037,0.148,292,0.148,292,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,455.03633,-1227.85724,All Goods,17.927,8411,4995.458,2257,899.715,445,497.18,272,7.629,6744,10.298,1667,10.298,1667,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Chemical,0.369,627,82.724,141,9.087,15,16.508,28,0.215,378,0.154,249,0.154,249,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Coal, Oil, Waste, etc.",1.068,2093,366.224,718,42.368,83,41.715,82,0.899,1691,0.169,402,0.169,402,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Electronics,10.22,363,2925.129,104,278.801,10,345.955,12,2.414,122,7.806,241,7.806,241,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Food,1.25,766,296.748,182,93.154,57,34.487,21,0.756,457,0.494,309,0.494,309,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Gravel, Sand, etc.",0.015,1152,3.436,257,0.815,61,0.339,25,0.016,1204,-0.001,-52,0,0,0.001,52
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Machinery,1.144,244,302.868,65,44.26,9,5.034,1,0.655,212,0.489,32,0.489,32,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Misc manufactured,0.472,75,260.284,41,63.485,10,0,0,0.605,108,-0.133,-33,0,0,0.133,33
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Motor Vehicles, etc.",1.919,139,397.146,29,279.917,20,0,0,0.817,53,1.102,86,1.102,86,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Wood, Paper, etc.",0.86,1623,224.859,424,44.182,83,46.085,87,0.788,1481,0.072,142,0.072,142,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Agriculture,4.045,8803,1158.63,2521,146.039,318,69.853,152,1.402,3140,2.643,5663,2.643,5663,0,0
US-26 EB OR 8,Portland Central City to Beaverton,455.05137,-1227.61535,All Goods,37.079,23332,9270.07,6023,1611.62,994,399.327,580,18.994,15343,18.085,7989,18.085,7989,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Chemical,0.589,1003,138.706,236,32.472,55,5.55,9,0.244,430,0.345,573,0.345,573,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Coal, Oil, Waste, etc.",3.288,6445,715.858,1403,179.908,353,115.19,226,3.723,6998,-0.435,-553,0,0,0.435,553
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Electronics,19.248,683,4095.391,145,1012.568,36,84.199,3,7.997,406,11.251,277,11.251,277,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Food,1.609,986,513.274,314,36.848,23,0.789,0,1.082,654,0.527,332,0.527,332,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Gravel, Sand, etc.",0.018,1384,5.002,374,0.619,46,0.335,25,0.015,1093,0.003,291,0.003,291,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Machinery,3.262,696,1152.655,246,114.764,24,41.218,9,1.134,367,2.128,329,2.128,329,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Misc manufactured,1.302,207,357.739,57,0,0,0,0,0.633,114,0.669,93,0.669,93,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Motor Vehicles, etc.",2.143,155,778.227,56,15.373,1,0,0,1.683,109,0.46,46,0.46,46,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Wood, Paper, etc.",1.573,2970,354.588,669,73.029,138,82.192,155,1.082,2034,0.491,936,0.491,936,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Agriculture,4.057,8830,1170.774,2548,146.039,318,69.853,152,1.402,3140,2.655,5690,2.655,5690,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,455.06461,-1227.09469,All Goods,37.194,23428,9314.127,6092,1611.62,994,399.327,580,19.066,15378,18.128,8050,18.128,8050,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Chemical,0.608,1035,157.787,269,32.472,55,5.55,9,0.255,449,0.353,586,0.353,586,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Coal, Oil, Waste, etc.",3.293,6453,715.858,1403,179.908,353,115.19,226,3.723,6998,-0.43,-545,0,0,0.43,545
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Electronics,19.294,685,4102.977,146,1012.568,36,84.199,3,8.04,408,11.254,277,11.254,277,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Food,1.621,993,513.274,314,36.848,23,0.789,0,1.094,661,0.527,332,0.527,332,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Gravel, Sand, etc.",0.018,1384,5.002,374,0.619,46,0.335,25,0.015,1093,0.003,291,0.003,291,0,0
